Index,Progress,Age,HouseoldIncome,Gender_2,Gender,Ethnicity,Ethnicity_selfDefined,Religious_Affilation,Highest_Qualification,SocialMedia_Use,Extremism_ScorePCA,Extermism_scoreScaled,Strain_Resilience_score,Strain_Score,Resilience_score,Confidence_inSelf,Political_Engagment,Political_LeaningRight_Left,Racism_scale
407,100,59,2,0,0,3,English,2,3,4.367083063,-2.184573259,3.868465002,0.419156344,1.088088778,-0.819620013,0.127664385,-0.073030321,-1.14040459,-1.327620268
408,100,NA,NA,0,0,3,English,0,2,0.679325151,0.575972675,0,1.389397736,1.088088778,0.390567104,-0.448389427,NA,-2.20229773,0.262153509
409,100,42,3,0,0,3,English,2,0,-1.224033772,0.575972675,0,0.072641561,-0.313641983,0.390567104,-0.016349068,-0.682311858,0.009979645,-1.327620268
410,100,32,0,1,1,3,Welsh,2,2,-0.331834277,0.457030781,0.166678101,0.973579997,0.428450773,0.736334852,-0.736416333,NA,1.248854975,1.057040397
411,100,39,7,0,0,3,European,0,3,1.512044679,-1.031181641,2.252170539,0.765671127,-0.478551484,1.773638095,0.847731649,-0.682311858,-1.31738678,-2.122507157
412,100,39,2,1,1,3,British,0,3,0.738805117,NA,NA,-1.382720528,-0.973279988,-0.560294202,0.559704744,NA,0.009979645,0.262153509
413,100,57,4,1,1,3,British,0,1,-0.331834277,0.219146994,0.500034302,0.973579997,0.263541272,0.736334852,0.559704744,NA,-0.9634224,0.262153509
414,100,64,2,1,1,3,English,2,3,-0.569754142,0.575972675,0,-0.551085049,0.510905524,-0.906061949,0.703718197,-0.682311858,0.894890595,0.659596953
415,100,69,3,0,0,3,Scottish,0,1,-0.748194041,0.575972675,0,0.557762257,1.170543529,-0.733178076,NA,-0.073030321,NA,-0.135289936
416,100,52,6,0,0,3,Scottish,2,4,-0.331834277,0.575972675,0,-0.758993919,0.01617702,-1.16538776,-1.312470145,NA,1.69131045,-0.135289936
417,100,60,5,0,0,3,English,2,2,NA,NA,NA,-1.036205745,-0.973279988,-0.473852265,-1.024443239,-0.073030321,0.8063995,1.057040397
418,100,55,2,0,0,3,British,0,1,0.262965386,0.575972675,0,-0.689690962,-0.313641983,-0.733178076,-1.024443239,-0.682311858,0.717908405,0.659596953
419,100,44,10,1,1,3,British,0,4,-0.92663394,0.575972675,0,-0.343176179,-0.148732481,0.044799357,-0.016349068,-0.682311858,0.894890595,1.057040397
420,100,NA,0,0,0,3,British,2,5,-0.867153974,0.457030781,0.166678101,0.349853387,-0.396096733,0.649892915,0.847731649,-0.682311858,0.27545293,1.057040397
421,100,57,20,0,0,3,English,2,5,0.738805117,0.575972675,0,1.389397736,0.923179277,1.082102599,1.85582582,1.754814289,-1.49436897,-0.135289936
422,100,NA,4,0,0,3,English,2,3,-0.510274176,0.575972675,0,0.90427704,0.181086521,0.736334852,-1.168456692,1.754814289,-0.25549364,1.057040397
423,100,NA,6,1,1,3,English,2,5,-0.748194041,-3.252263617,5.364662812,0.834974083,0.263541272,1.082102599,0.991745102,0.536251216,NA,0.659596953
424,100,64,2,0,0,3,British,2,NA,2.761123972,-3.663451072,5.940876473,-1.174811659,-0.561006235,-0.906061949,-2.032537409,-0.682311858,1.425837165,1.057040397
425,100,NA,6,0,0,3,English,0,3,-0.807674007,0.430463751,0.203907558,-1.244114615,-0.478551484,-1.251829697,-0.016349068,-0.682311858,0.8063995,1.057040397
426,100,66,3,0,0,3,British,2,5,-0.986113906,0.575972675,0,0.28055043,1.170543529,-1.078945823,0.703718197,-0.073030321,-0.43247583,1.057040397
427,100,NA,5,0,0,3,English,0,2,0.025045521,NA,NA,-1.729235312,-1.550463242,-0.473852265,NA,NA,-1.051913495,-0.53273338
428,100,57,4,1,1,3,British,2,4,-0.688714075,0.575972675,0,0.141944517,0.181086521,0.304125167,-0.160362521,NA,1.33734607,0.659596953
429,100,71,2,1,1,3,Scottish,2,3,-0.629234108,0.575972675,0,-1.937144181,-2.292555998,0.649892915,0.271677838,0.536251216,0.98338169,-0.135289936
430,100,NA,3,0,0,3,English,2,2,0.917245016,-2.635238154,4.5,0.141944517,0.758269776,-0.819620013,0.271677838,-0.682311858,-1.14040459,-0.53273338
431,100,NA,3,0,0,3,Irish,0,4,0.20348542,0.575972675,0,0.627065214,0.923179277,0.131241293,-1.024443239,0.536251216,0.98338169,-0.135289936
432,100,58,5,1,1,3,English,2,3,-0.450794209,0.4317872,0.202052955,0.072641561,0.01617702,-0.128084517,NA,NA,0.8063995,1.057040397
433,100,53,13,0,0,3,English,2,1,0.500885252,0.575972675,0,1.458700693,0.758269776,0.822776789,0.415691291,NA,-0.78644021,1.057040397
434,100,50,4,0,0,3,Irish,0,3,1.928404444,0.575972675,0,0.627065214,0.510905524,0.044799357,0.703718197,-0.682311858,0.98338169,-0.53273338
435,100,25,3,1,1,3,European,2,3,-0.212874344,0.311521857,0.370585658,0.419156344,0.593360274,0.390567104,-0.304375974,-0.073030321,0.894890595,0.659596953
436,100,66,6,0,0,3,English,2,4,0.381925319,-0.275740896,1.193540778,-0.135267309,0.428450773,-0.819620013,-0.448389427,2.973377363,1.425837165,0.659596953
437,100,47,0,1,1,3,British,0,2,-0.331834277,0.575972675,0,-0.758993919,-1.138189489,0.044799357,-0.59240288,NA,-0.343984735,0.659596953
438,100,NA,11,0,0,3,Scottish,0,5,-0.629234108,0.575972675,0,0.419156344,0.758269776,-0.473852265,0.415691291,NA,0.717908405,0.262153509
439,100,NA,3,0,0,3,Scottish,2,1,NA,0.575972675,0,0.419156344,0.758269776,-0.473852265,0.847731649,NA,0.8063995,1.057040397
440,100,NA,6,1,1,3,European,2,4,-0.212874344,NA,NA,0.072641561,-0.148732481,0.21768323,-0.304375974,-0.073030321,1.33734607,0.659596953
441,100,NA,8,0,0,3,English,5,1,0.20348542,-1.029632739,2.25,-1.382720528,-1.468008492,-0.387410328,0.127664385,NA,-0.9634224,-0.53273338
442,100,46,2,1,1,3,Scottish,2,2,-0.212874344,0.016088466,0.784588455,-0.135267309,-0.148732481,-0.214526454,-1.456483598,-0.682311858,-0.697949115,-0.135289936
443,100,NA,2,1,1,3,English,0,2,-0.688714075,-0.026298457,0.843986969,0.211247474,0.428450773,-0.387410328,-0.448389427,NA,-0.343984735,-0.930176824
444,100,67,2,1,1,3,British,0,3,-1.283513738,0.575972675,0,0.90427704,0.263541272,1.168544536,NA,NA,0.186961835,0.659596953
445,100,NA,2,0,0,3,English,0,1,-1.283513738,0.575972675,0,-0.966902789,-0.148732481,-1.251829697,-0.736416333,NA,-1.051913495,0.659596953
446,100,NA,9,0,0,3,British,2,4,-0.450794209,0.428328788,0.206899368,0.627065214,-0.066277731,0.995660663,0.703718197,NA,0.363944025,-0.135289936
447,100,NA,2,0,0,3,English,0,NA,-0.748194041,NA,NA,0.141944517,1.170543529,-1.251829697,NA,-0.682311858,-0.874931305,-3.314837489
448,100,51,4,0,0,3,English,0,2,0.976724982,0.575972675,0,-0.412479136,0.428450773,-1.16538776,1.279772008,0.536251216,-1.84833335,-2.519950601
449,100,62,2,0,0,3,English,2,5,0.144005454,-0.394537172,1.360014818,0.627065214,-0.725915736,2.205847779,0.559704744,-0.073030321,1.956783735,1.057040397
450,100,60,2,0,0,3,Welsh,2,1,-0.92663394,0.575972675,0,0.627065214,1.005634028,-0.473852265,-0.736416333,NA,NA,1.057040397
451,100,NA,2,1,1,3,English,0,3,-0.688714075,0.575972675,0,0.765671127,0.263541272,0.995660663,0.703718197,2.973377363,0.45243512,1.057040397
452,100,59,6,0,0,3,British,2,4,1.214644848,0.575972675,0,-0.828296875,-0.066277731,-1.16538776,0.415691291,1.754814289,0.45243512,-0.53273338
453,100,59,3,0,0,3,English,2,NA,-0.391314243,-2.346867203,4.095894089,-0.966902789,-0.066277731,-1.338271634,0.991745102,-0.682311858,-0.60945802,0.262153509
454,100,60,1,0,0,3,European,2,2,-0.27235431,0.575972675,0,0.557762257,-0.066277731,0.736334852,-0.59240288,NA,0.363944025,-0.930176824
455,100,61,5,1,1,3,English,2,3,NA,0.575972675,0,0.072641561,0.840724526,-0.992503886,1.279772008,-0.682311858,0.09847074,0.659596953
456,100,NA,6,1,1,3,European,2,3,NA,0.165201419,0.575630424,-0.551085049,-1.303098991,0.995660663,-0.448389427,-0.073030321,0.717908405,0.659596953
457,100,71,6,1,1,3,Scottish,0,4,0.798285083,0.575972675,0,1.943821389,0.675815025,1.168544536,1.423785461,2.364095826,0.363944025,0.262153509
458,100,59,2,0,0,3,Irish,2,3,1.809444511,0.575972675,0,-0.204570266,-0.561006235,0.131241293,0.559704744,NA,1.425837165,0.659596953
459,100,64,20,0,0,3,British,2,3,-1.105073839,0.575972675,0,0.349853387,0.09863177,0.649892915,-0.736416333,NA,-0.9634224,-1.327620268
460,100,51,14,0,0,3,English,0,1,0.20348542,0.575972675,0,-0.620388006,0.181086521,-1.16538776,-0.448389427,-0.073030321,-0.343984735,-2.122507157
461,100,58,13,0,0,3,English,0,2,-0.986113906,0.575972675,0,0.765671127,0.923179277,-0.214526454,0.847731649,NA,-1.051913495,0.659596953
462,100,NA,9,0,0,3,British,0,4,0.381925319,0.575972675,0,-3.184597401,-4.683743767,0.995660663,0.271677838,-0.682311858,-0.07851145,0.659596953
463,100,71,3,0,0,3,English,0,1,1.98788441,0.575972675,0,1.181488867,-0.231187232,1.860080032,1.279772008,NA,-0.520966925,-2.122507157
464,100,36,3,1,1,3,British,2,2,-0.629234108,-0.134756922,0.995974216,0.072641561,0.510905524,-0.646736139,-0.880429786,0.536251216,1.956783735,1.057040397
465,100,54,3,0,0,3,English,2,NA,NA,0.575972675,0,0.973579997,-1.797827494,2.897383275,1.135758555,-0.682311858,NA,1.057040397
466,100,NA,3,0,0,3,English,0,1,0.025045521,-0.765181922,1.879414342,1.181488867,1.005634028,0.21768323,0.127664385,0.536251216,0.45243512,1.057040397
467,100,48,2,0,0,3,European,2,3,1.928404444,-0.540191714,1.564126436,0.973579997,-0.478551484,2.032963905,-0.304375974,-0.073030321,1.779801545,1.057040397
468,100,NA,20,0,0,3,European,2,5,0.500885252,0.575972675,0,0.4884593,0.263541272,0.995660663,1.85582582,NA,0.894890595,0.262153509
469,100,48,4,0,0,3,English,0,3,-0.093914411,0.016088466,0.784588455,0.419156344,0.675815025,0.304125167,-0.448389427,NA,-0.520966925,-0.930176824
470,100,NA,5,0,0,3,English,2,4,-0.629234108,0.575972675,0,0.4884593,0.09863177,0.995660663,0.703718197,-0.682311858,0.09847074,0.659596953
471,100,57,4,1,1,0,Indian,0,3,0.144005454,0.575972675,0,-2.491567834,-2.869739253,0.390567104,-0.160362521,-0.682311858,0.186961835,-0.135289936
472,100,63,2,0,0,3,English,2,3,-1.283513738,-1.148574633,2.416678101,0.4884593,0.758269776,-0.387410328,-0.016349068,NA,-1.582860065,0.262153509
473,100,82,2,1,1,3,English,0,1,-0.629234108,NA,NA,0.834974083,0.675815025,0.131241293,0.559704744,NA,-0.520966925,-0.930176824
475,100,69,0,1,1,3,European,5,3,0.381925319,0.165201419,0.575630424,1.943821389,0.593360274,2.46517359,-0.59240288,1.145532752,1.69131045,0.659596953
476,100,53,3,1,1,3,Scottish,2,3,-0.153394378,-0.965835503,2.160598344,-1.244114615,-2.53992025,1.254986473,1.423785461,NA,2.04527483,1.057040397
477,100,39,1,0,0,3,Welsh,2,4,1.274124814,-0.769018166,1.884790226,-0.758993919,0.263541272,-1.251829697,-1.888523957,4.191940436,0.98338169,-0.135289936
478,100,NA,4,0,0,3,English,0,1,-0.867153974,0.575972675,0,-0.758993919,-0.973279988,-0.300968391,-0.736416333,-0.073030321,-0.9634224,-1.725063713
479,100,61,2,0,0,3,British,0,3,-0.331834277,0.575972675,0,-0.343176179,-0.561006235,0.304125167,-0.160362521,-0.682311858,-0.697949115,-0.53273338
480,100,49,3,0,0,3,British,5,NA,NA,0.575972675,0,0.557762257,0.181086521,0.304125167,-1.456483598,NA,-0.9634224,-0.930176824
481,100,72,4,0,0,3,British,2,3,-1.164553805,-0.292627327,1.217204418,-0.204570266,-0.231187232,0.304125167,-1.024443239,NA,0.186961835,0.659596953
482,100,67,3,0,0,3,European,2,2,0.144005454,0.14341625,0.606158866,0.834974083,-0.231187232,1.600754221,NA,-0.073030321,NA,1.057040397
483,100,51,2,1,1,3,English,0,2,1.928404444,0.575972675,0,1.32009478,-0.066277731,1.514312284,-0.304375974,NA,-0.43247583,-0.53273338
484,100,NA,3,1,1,NA,,2,3,-0.688714075,0.575972675,0,-0.620388006,-0.148732481,-0.473852265,-0.160362521,NA,0.186961835,-0.53273338
485,100,56,10,0,0,3,Irish,0,2,-0.569754142,-2.248080347,3.957460061,0.90427704,0.758269776,-0.04164258,-1.024443239,NA,NA,1.057040397
486,100,72,4,1,1,3,British,2,3,-0.569754142,0.575972675,0,-0.135267309,-0.643460985,1.168544536,1.279772008,NA,0.363944025,0.659596953
487,100,NA,1,1,1,3,English,0,5,-0.867153974,0.575972675,0,0.834974083,0.01617702,0.995660663,0.559704744,NA,-0.520966925,1.057040397
488,100,59,10,0,0,3,English,2,2,-0.569754142,0.575972675,0,-0.481782092,-1.797827494,1.254986473,-0.880429786,-0.682311858,-0.697949115,0.262153509
489,100,NA,2,0,0,3,English,0,NA,NA,NA,NA,-0.689690962,-0.561006235,0.044799357,-0.59240288,-0.682311858,-0.167002545,1.057040397
490,100,NA,4,0,0,3,English,0,3,-0.748194041,NA,NA,0.003338604,1.005634028,-1.251829697,-0.736416333,-0.073030321,NA,-0.135289936
491,100,NA,3,0,0,3,British,0,3,1.749964545,0.575972675,0,1.250791823,0.428450773,1.427870347,0.415691291,0.536251216,0.540926215,-0.135289936
492,100,NA,3,0,0,3,English,0,4,-1.045593873,0.575972675,0,-0.828296875,0.263541272,-1.511155508,-0.304375974,NA,0.363944025,1.057040397
493,100,NA,7,0,0,2,,2,5,0.619845184,0.575972675,0,0.834974083,0.181086521,1.168544536,0.703718197,2.973377363,1.16036388,0.262153509
494,100,58,3,0,0,4,,0,2,-1.045593873,0.575972675,0,-1.244114615,-0.808370487,-0.387410328,-1.168456692,-0.682311858,-0.78644021,-1.327620268
495,100,NA,6,1,1,3,English,2,4,NA,0.373391123,0.283885746,0.765671127,-0.396096733,1.687196158,0.847731649,-0.682311858,-0.78644021,-1.327620268
496,100,63,1,1,1,3,European,0,3,-0.450794209,0.575972675,0,0.557762257,1.005634028,-0.560294202,0.271677838,-0.682311858,0.09847074,-0.135289936
497,100,59,0,0,0,3,European,2,3,-0.688714075,NA,NA,-0.343176179,0.840724526,-1.511155508,NA,-0.073030321,NA,-0.135289936
498,100,81,4,0,0,3,Irish,0,5,-0.748194041,0.575972675,0,-0.204570266,0.263541272,-0.387410328,1.279772008,0.536251216,-0.43247583,0.659596953
499,100,64,0,1,1,3,English,5,4,NA,0.575972675,0,-0.273873223,-0.478551484,0.131241293,0.847731649,NA,0.45243512,0.659596953
500,100,NA,7,0,0,3,English,0,3,NA,0.311521857,0.370585658,-1.244114615,-0.890825237,-0.646736139,0.127664385,NA,NA,0.659596953
501,100,34,11,0,0,3,English,2,1,1.095684915,-2.251845442,3.962736241,-0.551085049,0.428450773,-1.511155508,1.999839273,1.145532752,-0.697949115,-3.314837489
502,100,63,10,0,0,3,European,2,4,-0.27235431,0.575972675,0,0.072641561,0.923179277,-1.078945823,NA,-0.073030321,0.27545293,1.057040397
503,100,62,7,0,0,3,British,0,1,0.500885252,-0.768315904,1.883806118,-0.135267309,0.675815025,-1.078945823,0.991745102,NA,0.186961835,0.262153509
504,100,NA,1,1,1,3,Scottish,0,1,-0.212874344,0.575972675,0,-1.452023485,-0.808370487,-1.16538776,NA,-0.682311858,0.27545293,-0.135289936
505,100,NA,5,0,0,3,British,0,5,-0.212874344,0.575972675,0,1.597306606,1.005634028,1.254986473,1.711812367,-0.073030321,-0.43247583,-0.135289936
506,100,18,0,0,0,3,British,0,2,-0.093914411,-1.705009116,3.196432314,-0.343176179,0.510905524,-1.16538776,-0.304375974,-0.682311858,-1.49436897,-1.327620268
507,100,NA,3,0,0,3,English,2,2,-0.510274176,0.338088887,0.333356202,-0.897599832,-0.890825237,-0.387410328,NA,NA,0.27545293,-0.930176824
508,100,NA,3,0,0,3,English,0,2,-1.045593873,0.575972675,0,2.151730259,0.510905524,1.946521969,0.127664385,-0.682311858,-1.14040459,-0.53273338
509,100,56,5,0,0,3,English,0,3,-0.807674007,0.575972675,0,-0.412479136,0.428450773,-1.16538776,-0.304375974,-0.682311858,-0.167002545,-0.930176824
510,100,52,2,0,0,3,English,0,1,0.500885252,-1.469251606,2.866055752,-0.828296875,0.01617702,-0.733178076,-0.016349068,1.145532752,-0.9634224,-1.327620268
511,100,63,2,0,0,3,Welsh,0,NA,-0.629234108,0.575972675,0,-0.065964353,1.170543529,-1.511155508,NA,NA,-0.9634224,-0.53273338
512,100,61,3,1,1,3,British,0,1,-1.164553805,0.575972675,0,0.141944517,0.428450773,-0.473852265,0.127664385,NA,-0.167002545,-0.930176824
513,100,35,7,1,1,3,British,2,1,-0.153394378,NA,NA,-0.065964353,0.510905524,-0.819620013,0.127664385,-0.682311858,0.98338169,1.057040397
514,100,75,4,0,0,3,English,2,2,-0.807674007,0.575972675,0,0.973579997,0.09863177,1.254986473,-0.160362521,-0.682311858,-0.07851145,-0.135289936
515,100,61,9,0,0,3,British,2,2,-0.153394378,0.575972675,0,0.28055043,0.758269776,-0.646736139,1.135758555,-0.682311858,0.62941731,0.262153509
516,100,70,3,1,1,3,English,5,4,-1.224033772,0.575972675,0,2.290336172,0.263541272,2.724499401,-0.59240288,-0.682311858,-1.051913495,-0.930176824
517,100,NA,3,1,1,3,British,0,2,-0.807674007,0.575972675,0,-0.273873223,0.01617702,-0.560294202,0.703718197,-0.682311858,-1.051913495,0.262153509
518,100,67,5,1,1,3,British,2,3,0.20348542,0.178886349,0.556453177,0.072641561,-0.396096733,0.649892915,0.271677838,2.973377363,0.98338169,0.659596953
519,100,44,10,0,0,3,English,0,3,1.155164881,-2.393254413,4.160898368,0.141944517,0.345996022,-0.387410328,-0.016349068,-0.682311858,-1.67135116,-0.930176824
520,100,40,2,0,0,3,Welsh,2,2,0.20348542,0.575972675,0,0.003338604,0.345996022,-0.560294202,0.559704744,-0.073030321,-1.051913495,-0.135289936
521,100,61,4,0,0,3,British,2,3,0.262965386,0.575972675,0,-3.115294444,-3.364467757,0.304125167,0.415691291,0.536251216,0.8063995,1.057040397
522,100,NA,4,0,0,0,Indian,5,2,-0.688714075,-3.322018879,5.46241369,0.003338604,-0.231187232,1.082102599,-1.456483598,-0.073030321,-0.697949115,-0.930176824
523,100,NA,4,NA,NA,2,,2,3,0.381925319,-0.543795744,1.56917691,-2.630173748,-3.529377258,0.736334852,-0.016349068,-0.682311858,-0.43247583,-0.53273338
524,100,65,8,1,1,3,English,0,2,-0.807674007,0.575972675,0,-1.244114615,-0.725915736,-0.992503886,-0.880429786,-0.073030321,-1.405877875,-1.725063713
525,100,47,5,0,0,3,English,2,4,-0.331834277,-3.133485311,5.198213954,0.28055043,0.09863177,0.21768323,-0.448389427,0.536251216,NA,0.262153509
526,100,67,3,0,0,3,English,0,3,-0.569754142,0.575972675,0,0.627065214,0.510905524,0.044799357,-1.168456692,-0.073030321,0.363944025,1.057040397
527,100,54,3,1,1,3,English,0,3,-0.569754142,-0.765181922,1.879414342,-2.006447138,-1.962736996,-0.473852265,-0.59240288,-0.682311858,0.62941731,NA
528,100,60,0,1,1,3,British,0,2,-0.92663394,0.575972675,0,0.141944517,0.840724526,-0.906061949,-0.736416333,NA,0.27545293,0.262153509
529,100,48,1,0,0,3,English,0,2,-0.331834277,NA,NA,0.141944517,1.005634028,-1.078945823,-0.160362521,NA,1.248854975,1.057040397
530,100,56,3,1,1,3,European,2,3,-0.92663394,0.575972675,0,0.765671127,-0.066277731,1.168544536,-0.59240288,-0.073030321,0.894890595,0.659596953
531,100,62,0,1,1,3,English,2,3,-0.391314243,0.311521857,0.370585658,-0.273873223,-0.396096733,0.044799357,-0.160362521,-0.073030321,-1.31738678,-1.725063713
532,100,20,3,2,NA,4,NA,2,3,-0.867153974,0.575972675,0,0.003338604,1.005634028,-0.733178076,-0.160362521,-0.682311858,-0.43247583,0.262153509
533,100,67,0,0,0,3,English,2,3,1.452564713,0.575972675,0,0.28055043,0.01617702,0.649892915,1.711812367,-0.682311858,-0.43247583,1.057040397
534,100,47,13,0,0,3,English,0,3,0.262965386,0.575972675,0,0.003338604,0.840724526,-0.733178076,-1.024443239,-0.073030321,0.894890595,1.057040397
535,100,59,4,0,0,3,British,0,2,0.025045521,0.575972675,0,0.419156344,0.758269776,-0.473852265,-0.304375974,0.536251216,-0.520966925,0.659596953
536,100,NA,10,1,1,3,English,0,1,NA,0.575972675,0,-2.630173748,-2.622375001,-0.733178076,0.415691291,-0.682311858,-1.67135116,0.262153509
537,100,56,1,0,0,3,British,2,2,-0.034434445,0.575972675,0,-0.620388006,-1.22064424,0.822776789,NA,-0.073030321,1.33734607,1.057040397
538,100,61,2,1,1,NA,,0,1,-0.153394378,0.575972675,0,0.28055043,-0.066277731,0.21768323,-1.168456692,NA,-1.405877875,-0.53273338
539,100,NA,4,1,1,3,English,0,3,-0.867153974,0.575972675,0,1.666609563,0.758269776,1.427870347,-0.160362521,1.145532752,-0.25549364,0.659596953
540,100,NA,5,0,0,3,British,2,5,1.749964545,0.284954827,0.407815115,0.557762257,0.345996022,-0.387410328,0.271677838,-0.073030321,NA,0.659596953
541,100,68,11,0,0,3,Scottish,0,5,0.20348542,-0.093429739,0.938060758,0.4884593,0.675815025,-0.300968391,NA,NA,0.98338169,0.659596953
542,100,NA,3,0,0,3,British,0,3,-1.045593873,0.575972675,0,0.072641561,-0.890825237,1.168544536,0.703718197,-0.682311858,-0.07851145,0.659596953
543,100,NA,2,0,0,3,British,2,3,-1.224033772,0.575972675,0,1.666609563,0.923179277,0.909218726,1.279772008,NA,-0.25549364,-0.930176824
544,100,NA,3,0,0,3,English,0,3,0.560365218,0.575972675,0,0.4884593,0.675815025,-0.300968391,0.271677838,NA,-1.31738678,-0.53273338
545,100,50,2,0,0,3,English,2,0,-0.331834277,0.575972675,0,-1.244114615,-0.973279988,-0.733178076,-0.736416333,-0.073030321,-0.874931305,-0.53273338
546,100,72,8,1,1,3,British,0,3,NA,0.575972675,0,-0.620388006,-0.973279988,0.21768323,-0.448389427,0.536251216,-0.9634224,-0.53273338
547,100,NA,2,1,1,3,British,0,2,-1.045593873,0.575972675,0,0.557762257,-0.561006235,1.082102599,0.415691291,-0.682311858,0.363944025,0.659596953
548,100,72,3,0,0,3,English,0,5,-0.331834277,-3.401661228,5.574019745,1.181488867,0.923179277,0.304125167,1.135758555,2.364095826,-2.821735395,-2.519950601
549,100,48,3,0,0,3,Scottish,0,2,0.976724982,-2.683741901,4.567970269,-2.560870791,-2.869739253,-0.214526454,-1.600497051,1.754814289,-0.9634224,-0.930176824
550,100,73,3,1,1,3,Scottish,0,3,-0.450794209,0.575972675,0,-0.273873223,-0.396096733,0.390567104,0.127664385,0.536251216,NA,-0.135289936
551,100,NA,7,0,0,3,English,2,3,-1.342993704,0.575972675,0,0.072641561,-0.313641983,1.082102599,0.991745102,NA,NA,0.262153509
552,100,55,1,0,0,3,English,2,1,-0.629234108,0.575972675,0,-0.966902789,-0.973279988,-0.387410328,-0.880429786,NA,0.717908405,1.057040397
553,100,20,0,0,0,3,British,0,2,2.701644006,0.170010243,0.568891625,-0.828296875,0.181086521,-1.078945823,1.135758555,NA,-0.25549364,-0.53273338
554,100,NA,10,1,1,3,English,2,4,-0.331834277,0.575972675,0,-0.204570266,1.005634028,-1.511155508,1.423785461,NA,-1.051913495,-1.725063713
555,100,62,3,0,0,3,Northern Irish,2,1,-0.867153974,-0.016290054,0.829961788,0.141944517,0.510905524,-0.560294202,1.999839273,-0.682311858,-1.84833335,-1.327620268
556,100,48,3,0,0,3,English,2,3,0.084525487,0.575972675,0,-1.036205745,-0.808370487,-1.16538776,-1.024443239,-0.682311858,1.86829264,-2.122507157
557,100,25,2,0,0,3,English,2,4,NA,0.326530235,0.349553809,0.765671127,0.593360274,0.822776789,0.127664385,NA,0.27545293,-0.135289936
558,100,55,7,1,1,3,English,0,3,-0.867153974,-1.029632739,2.25,0.765671127,0.840724526,0.390567104,0.991745102,-0.682311858,-0.25549364,-1.327620268
559,100,61,18,0,0,3,English,2,3,-0.510274176,0.575972675,0,-0.065964353,0.181086521,0.044799357,0.415691291,1.754814289,1.16036388,0.659596953
560,100,NA,18,1,1,3,English,0,0,0.798285083,0.044936077,0.744163127,-0.620388006,0.510905524,-1.511155508,1.423785461,NA,-1.67135116,-1.725063713
561,100,63,2,0,0,3,British,0,2,-1.164553805,0.575972675,0,1.458700693,1.005634028,0.563450978,0.559704744,-0.073030321,-2.02531554,-2.122507157
562,100,33,6,0,0,3,Irish,2,3,0.144005454,0.575972675,0,0.072641561,-0.478551484,0.909218726,0.271677838,-0.682311858,1.425837165,0.659596953
563,100,NA,3,0,0,3,English,0,1,1.274124814,0.575972675,0,0.627065214,1.088088778,-0.560294202,0.415691291,2.973377363,0.62941731,0.659596953
564,100,18,0,1,1,3,English,2,2,-0.034434445,0.575972675,0,-0.065964353,0.923179277,-0.733178076,-1.168456692,NA,1.425837165,1.057040397
565,100,NA,3,0,0,3,English,0,3,0.85776505,0.575972675,0,1.181488867,-0.148732481,2.46517359,1.135758555,-0.682311858,1.16036388,0.262153509
566,100,70,1,1,1,3,British,0,2,-0.807674007,0.575972675,0,0.211247474,-0.313641983,0.736334852,0.703718197,-0.682311858,-1.228895685,-0.135289936
567,100,58,12,1,1,3,Scottish,0,4,0.322445353,0.575972675,0,0.349853387,0.675815025,-0.128084517,-1.312470145,NA,-1.49436897,-0.135289936
568,100,NA,3,0,0,3,Scottish,0,4,-0.27235431,-0.604392545,1.654093666,0.4884593,0.428450773,0.477009041,1.135758555,-0.682311858,1.16036388,0.659596953
569,100,53,1,1,1,3,European,0,4,0.025045521,0.575972675,0,0.003338604,0.428450773,-0.128084517,-0.016349068,-0.682311858,1.071872785,0.262153509
570,100,NA,1,1,1,3,Welsh,0,1,-0.093914411,NA,NA,1.597306606,1.088088778,0.649892915,-0.448389427,NA,-1.051913495,0.262153509
571,100,56,5,0,0,3,English,0,4,0.917245016,0.575972675,0,0.141944517,0.01617702,0.131241293,-0.448389427,-0.682311858,0.363944025,1.057040397
572,100,20,0,0,0,3,English,2,2,-1.164553805,-0.228896543,1.127895886,0.072641561,0.593360274,-0.906061949,-0.160362521,NA,0.62941731,0.262153509
573,100,60,0,1,1,3,Scottish,2,2,2.404244174,0.575972675,0,-1.105508702,-0.808370487,-0.387410328,-1.456483598,0.536251216,1.248854975,1.057040397
574,100,NA,13,0,0,3,English,0,1,0.20348542,NA,NA,0.419156344,1.170543529,-0.906061949,1.85582582,NA,-1.14040459,-1.327620268
575,100,53,7,0,0,3,English,2,3,-0.748194041,0.575972675,0,-0.551085049,-0.231187232,-0.128084517,0.271677838,-0.682311858,1.071872785,1.057040397
576,100,68,2,0,0,3,English,2,3,-0.331834277,0.575972675,0,-1.105508702,0.263541272,-0.819620013,1.279772008,1.145532752,1.071872785,0.659596953
577,100,NA,6,1,1,3,British,0,3,NA,0.575972675,0,1.250791823,0.675815025,1.168544536,-0.448389427,-0.682311858,0.45243512,-0.135289936
578,100,66,2,0,0,3,British,0,3,-0.27235431,0.575972675,0,0.90427704,0.593360274,0.649892915,1.279772008,-0.073030321,-0.9634224,-0.930176824
579,100,63,7,0,0,3,British,2,2,-0.212874344,0.575972675,0,0.557762257,0.923179277,0.044799357,-0.016349068,1.145532752,1.51432826,0.659596953
