Index,Progress,Age,HouseoldIncome,Gender_2,Gender,Ethnicity,Ethnicity_selfDefined,Religious_Affilation,Highest_Qualification,SocialMedia_Use,Extremism_ScorePCA,Extermism_scoreScaled,Strain_Resilience_score,Strain_Score,Resilience_score,Confidence_inSelf,Political_Engagment,Political_LeaningRight_Left,Racism_scale
1,100,50,5,0,0,3,American ,0,2,-1.045593873,0.178886349,0.556453177,-0.135267309,0.181086521,-0.560294202,0.127664385,-0.682311858,-0.343984735,-0.930176824
2,100,20,0,2,NA,3,Serb,3,2,1.631004612,-0.963001149,2.15662645,0.141944517,-0.561006235,1.427870347,-1.456483598,1.754814289,0.8063995,-1.327620268
3,100,26,3,0,0,3,South African,2,2,-1.283513738,0.575972675,0,0.627065214,0.593360274,-0.214526454,-2.032537409,NA,0.363944025,1.057040397
4,100,18,0,1,1,3,South African,2,1,-1.164553805,0.457030781,0.166678101,-0.758993919,0.510905524,-1.16538776,-1.456483598,NA,0.717908405,0.659596953
5,100,23,3,1,1,3,South African,0,3,0.025045521,0.575972675,0,0.4884593,0.01617702,0.909218726,-1.024443239,NA,NA,NA
6,100,54,0,1,1,3,South African,5,5,-0.450794209,0.575972675,0,-0.065964353,0.345996022,-0.300968391,-0.160362521,0.536251216,NA,1.057040397
7,100,28,4,1,1,3,South African ,2,4,NA,0.575972675,0,0.627065214,1.005634028,0.044799357,0.559704744,NA,0.894890595,1.057040397
8,100,31,5,0,0,3,South american,2,3,-0.629234108,0.575972675,0,0.973579997,1.088088778,0.21768323,-0.016349068,NA,0.186961835,1.057040397
9,88,18,1,1,1,3,Welsh,2,1,-0.212874344,0.575972675,0,0.003338604,0.923179277,-1.16538776,0.271677838,NA,0.186961835,-0.53273338
10,100,21,0,1,1,3,Welsh,2,NA,-0.391314243,-0.094666028,0.939793219,-0.828296875,-0.066277731,-0.819620013,-1.600497051,-0.682311858,0.540926215,0.659596953
11,100,22,0,1,1,3,NA,2,3,3.831763366,0.575972675,0,0.003338604,0.593360274,-0.300968391,-0.59240288,NA,1.16036388,0.659596953
12,100,NA,12,0,0,3,English,0,1,-0.153394378,NA,NA,1.874518433,0.758269776,1.34142841,1.135758555,-0.682311858,0.27545293,1.057040397
13,100,29,0,1,1,3,English,0,4,0.262965386,0.575972675,0,1.597306606,0.758269776,1.34142841,0.271677838,NA,0.09847074,1.057040397
14,100,24,4,1,1,3,English,2,2,-0.807674007,-1.029632739,2.25,0.834974083,1.170543529,-0.04164258,-1.024443239,NA,-0.697949115,-1.327620268
15,100,18,0,1,1,3,British,2,2,-1.164553805,0.575972675,0,-0.966902789,-0.231187232,-1.338271634,-2.896618127,-0.682311858,0.45243512,0.659596953
16,100,35,12,NA,NA,0,Pakistani,4,1,0.738805117,-2.635238154,4.5,0.28055043,1.005634028,-0.906061949,-0.880429786,-0.073030321,-0.167002545,-0.135289936
17,100,22,0,1,1,0,Pakistani,4,3,-0.986113906,0.575972675,0,1.52800365,1.005634028,1.168544536,1.85582582,NA,-0.43247583,-0.135289936
18,100,60,NA,1,1,3,English,3,3,-1.402473671,0.575972675,0,-0.065964353,-0.561006235,-0.04164258,0.559704744,-0.682311858,-0.697949115,-0.930176824
19,100,77,2,1,1,3,English,2,1,-1.402473671,0.575972675,0,0.69636817,0.428450773,0.21768323,-0.880429786,NA,-1.228895685,0.659596953
20,100,NA,1,1,1,3,British,0,1,-0.034434445,0.575972675,0,-0.828296875,0.263541272,-1.511155508,-1.024443239,NA,-0.43247583,-0.930176824
21,100,26,3,1,1,3,English,2,2,-1.402473671,0.146589011,0.601712746,0.28055043,0.675815025,-0.560294202,-1.456483598,NA,-0.874931305,0.262153509
22,100,32,2,1,1,3,British,0,3,NA,0.575972675,0,0.003338604,0.263541272,-0.300968391,NA,-0.682311858,-0.07851145,0.262153509
23,100,52,5,1,1,1,Caribbean,0,NA,-1.402473671,-1.029632739,2.25,0.141944517,1.170543529,-1.251829697,0.415691291,-0.682311858,-0.343984735,-0.53273338
24,100,65,1,0,0,3,English,2,3,-0.331834277,0.575972675,0,0.349853387,1.170543529,-0.992503886,-1.168456692,-0.682311858,-0.697949115,1.057040397
25,100,32,6,0,0,3,European,2,2,0.20348542,0.280539283,0.414002796,0.90427704,0.345996022,0.563450978,NA,-0.073030321,1.248854975,1.057040397
26,100,65,4,0,0,3,British,2,3,-0.807674007,0.178886349,0.556453177,-0.204570266,0.923179277,-1.424713571,0.415691291,0.536251216,1.248854975,1.057040397
27,100,58,6,0,0,3,British,0,2,-1.342993704,0.575972675,0,-0.689690962,-0.561006235,-0.473852265,1.279772008,-0.073030321,0.009979645,0.659596953
28,100,45,3,1,1,3,English,2,1,2.166324309,0.575972675,0,-1.382720528,-0.808370487,-0.560294202,-0.448389427,-0.682311858,-1.228895685,-0.930176824
29,100,27,14,1,1,3,English,0,3,-1.402473671,0.575972675,0,0.557762257,1.170543529,-0.733178076,1.711812367,NA,-0.25549364,1.057040397
30,100,31,5,0,0,2,White and Asian,2,3,-0.569754142,-0.760376728,1.872680629,0.419156344,0.593360274,-0.128084517,0.127664385,-0.682311858,-0.520966925,-0.930176824
31,100,49,20,1,1,3,English,2,4,-0.807674007,0.575972675,0,-0.273873223,0.428450773,-0.646736139,-0.448389427,-0.073030321,1.16036388,0.659596953
32,100,57,2,1,1,3,English,0,1,-1.402473671,0.575972675,0,-2.768779661,-2.952194004,-0.04164258,-1.744510504,-0.682311858,-0.78644021,1.057040397
33,100,28,2,1,1,3,English,2,2,-1.402473671,0.575972675,0,-1.036205745,-0.561006235,-1.078945823,-2.320564315,-0.682311858,-0.07851145,-0.930176824
34,100,40,18,0,0,3,Australian,2,3,-0.748194041,0.575972675,0,0.834974083,0.345996022,1.34142841,0.127664385,NA,1.16036388,-0.53273338
35,100,27,1,1,1,3,English,2,3,-0.92663394,0.039123179,0.752308976,-0.966902789,-0.231187232,-0.819620013,-1.168456692,NA,1.248854975,0.262153509
36,100,36,5,1,1,3,English,2,3,-0.331834277,0.575972675,0,0.69636817,-0.478551484,2.032963905,-0.304375974,-0.073030321,1.33734607,1.057040397
37,100,29,5,1,1,3,English,2,2,-0.034434445,0.575972675,0,0.141944517,0.758269776,-0.819620013,-0.59240288,-0.682311858,0.27545293,-0.53273338
38,100,NA,1,1,1,3,English,0,4,-1.402473671,0.575972675,0,-2.630173748,-2.704829752,-0.128084517,NA,-0.682311858,-0.07851145,0.659596953
39,100,25,1,1,1,3,English,2,3,0.144005454,0.457030781,0.166678101,-1.452023485,-1.138189489,-0.992503886,0.415691291,-0.073030321,1.51432826,1.057040397
40,100,21,3,1,1,3,English,0,2,NA,0.575972675,0,-0.689690962,0.428450773,-1.511155508,-1.024443239,-0.682311858,0.186961835,0.659596953
41,100,57,6,0,0,3,English,0,2,-1.283513738,0.575972675,0,0.4884593,0.263541272,0.477009041,1.135758555,-0.682311858,0.62941731,1.057040397
42,100,49,9,1,1,3,English,2,1,NA,0.575972675,0,0.003338604,0.675815025,-0.906061949,0.271677838,NA,-0.167002545,-2.519950601
43,100,30,6,1,1,3,European,0,5,1.98788441,0.575972675,0,0.69636817,1.170543529,-0.560294202,0.559704744,NA,0.717908405,0.659596953
44,100,NA,7,1,1,3,English,0,4,-0.391314243,0.575972675,0,-0.689690962,-0.066277731,-0.646736139,0.415691291,NA,0.45243512,-0.53273338
45,100,28,4,1,1,3,English,2,3,-0.093914411,0.326530235,0.349553809,0.557762257,0.593360274,-0.128084517,-0.304375974,NA,1.33734607,1.057040397
46,100,43,5,1,1,3,Scottish,2,3,-1.045593873,0.457030781,0.166678101,0.072641561,-0.725915736,0.649892915,0.559704744,-0.682311858,0.363944025,1.057040397
47,100,28,4,1,1,3,English,2,3,-1.045593873,0.575972675,0,-0.620388006,0.01617702,-0.819620013,-2.608591221,-0.073030321,1.33734607,0.659596953
48,100,36,5,1,1,3,Scottish,2,1,-1.342993704,0.575972675,0,-1.105508702,-0.808370487,-0.733178076,-2.176550862,-0.682311858,-0.167002545,0.262153509
49,100,30,0,0,0,3,British,2,4,2.880083905,0.575972675,0,-0.481782092,0.675815025,-0.992503886,0.703718197,-0.682311858,0.62941731,0.262153509
50,100,38,4,0,0,3,English,0,4,-0.569754142,0.286278276,0.405960513,-0.966902789,-1.385553741,0.21768323,0.847731649,1.145532752,0.009979645,-0.53273338
51,100,42,NA,0,0,1,Caribbean,0,2,-1.402473671,0.285276957,0.407363702,0.072641561,0.181086521,-0.473852265,-1.456483598,-0.682311858,NA,-0.930176824
52,100,29,2,1,1,3,British,2,2,-0.093914411,0.575972675,0,-1.382720528,-0.890825237,-0.992503886,-1.456483598,-0.073030321,1.16036388,0.659596953
53,100,33,7,1,1,3,English,2,1,0.322445353,0.575972675,0,-0.273873223,0.181086521,-0.214526454,0.847731649,-0.682311858,0.009979645,-0.135289936
54,100,NA,19,1,1,3,English,0,3,-0.034434445,-1.029632739,2.25,-0.204570266,0.840724526,-1.16538776,-1.456483598,NA,-0.343984735,-2.122507157
55,100,50,20,0,0,3,Irish,2,5,NA,-3.746432654,6.05716193,0.627065214,0.758269776,0.304125167,0.127664385,-0.682311858,1.071872785,0.659596953
56,100,27,4,1,1,3,British,2,3,1.452564713,-1.922777188,3.501599548,-1.174811659,-0.148732481,-0.646736139,-0.880429786,2.364095826,1.602819355,0.659596953
57,100,38,1,1,1,3,British,NA,2,-0.212874344,0.575972675,0,-0.343176179,-0.313641983,0.044799357,0.271677838,1.754814289,1.16036388,1.057040397
58,100,32,0,1,1,3,British,2,3,0.500885252,0.575972675,0,-0.966902789,-0.890825237,0.044799357,-1.024443239,NA,1.602819355,0.659596953
59,100,31,4,1,1,3,English,2,2,-1.164553805,0.04707104,0.741171317,-1.382720528,-2.53992025,0.563450978,-4.048725751,-0.682311858,0.717908405,1.057040397
60,100,28,1,1,1,3,English,2,5,-1.402473671,0.430624816,0.203681851,-2.422264878,-2.622375001,-0.473852265,-0.59240288,-0.682311858,0.009979645,1.057040397
61,100,39,5,1,1,3,English,2,5,-0.867153974,0.575972675,0,0.4884593,-0.643460985,1.600754221,0.703718197,NA,0.540926215,-0.135289936
62,100,24,3,1,1,3,British,0,3,-0.986113906,0.575972675,0,-0.135267309,0.09863177,0.044799357,-3.184645033,-0.682311858,0.894890595,0.659596953
63,100,42,4,1,1,3,English,2,3,0.20348542,0.575972675,0,-1.590629398,-0.643460985,-1.16538776,-0.304375974,0.536251216,1.51432826,1.057040397
64,100,46,5,1,1,3,English,0,2,-0.748194041,-0.765181922,1.879414342,-1.174811659,-0.561006235,-1.078945823,0.559704744,-0.682311858,0.45243512,-0.135289936
65,100,20,0,1,1,3,English,0,2,NA,0.575972675,0,-1.244114615,-1.385553741,0.390567104,-1.456483598,NA,0.62941731,0.659596953
66,100,39,3,1,1,3,British,2,3,-1.342993704,-1.029632739,2.25,1.11218591,0.01617702,1.514312284,-0.016349068,-0.682311858,-0.520966925,-0.930176824
67,100,NA,3,0,0,3,British,0,4,-0.331834277,-1.439270351,2.824041802,0.4884593,1.170543529,-0.300968391,-0.736416333,-0.682311858,0.09847074,0.262153509
68,100,24,4,1,1,3,English,2,1,-1.402473671,0.575972675,0,-0.273873223,0.923179277,-1.511155508,-1.168456692,-0.682311858,0.186961835,-0.930176824
69,100,57,20,1,1,3,English,0,5,-0.212874344,0.575972675,0,-0.897599832,-1.303098991,0.563450978,0.847731649,-0.682311858,-0.167002545,0.659596953
70,100,20,0,2,NA,3,Welsh,1,3,-0.569754142,-0.369293591,1.324639963,-0.412479136,-0.066277731,-0.128084517,0.271677838,-0.682311858,0.62941731,-0.53273338
71,87,52,3,0,0,3,English,2,3,-1.283513738,-1.029632739,2.25,-3.461809227,-3.199558255,-0.992503886,-0.880429786,NA,-0.697949115,-2.917394045
72,100,41,3,1,1,3,British,2,2,1.512044679,0.575972675,0,1.250791823,1.170543529,0.131241293,0.271677838,-0.073030321,0.98338169,1.057040397
73,100,31,4,1,1,3,English,2,1,0.738805117,0.575972675,0,-0.551085049,-0.148732481,-0.906061949,0.127664385,-0.682311858,-0.167002545,-1.327620268
74,100,32,6,1,1,3,English,2,3,-1.402473671,0.575972675,0,0.28055043,1.170543529,-1.078945823,-2.752604674,-0.682311858,1.248854975,1.057040397
75,100,36,6,1,1,3,English,2,3,NA,-0.129259393,0.988270306,-0.551085049,0.345996022,-1.251829697,-0.59240288,NA,0.009979645,-1.327620268
76,100,45,2,1,1,3,English,0,2,1.571524646,0.430624816,0.203681851,0.557762257,-0.231187232,1.254986473,1.567798914,1.754814289,-0.520966925,1.057040397
77,100,26,2,1,1,3,English,2,4,-0.391314243,0.575972675,0,0.4884593,1.005634028,-0.646736139,0.271677838,NA,0.8063995,0.659596953
78,100,27,3,1,1,3,British,2,3,-0.569754142,0.575972675,0,-0.758993919,0.181086521,-0.473852265,0.127664385,NA,0.09847074,0.659596953
79,100,51,NA,1,1,3,English,2,1,-0.331834277,0.575972675,0,-2.422264878,-2.952194004,-0.128084517,-1.024443239,-0.682311858,0.45243512,0.262153509
80,100,45,4,1,1,3,English,2,3,-0.034434445,0.575972675,0,0.765671127,-0.148732481,1.773638095,0.703718197,-0.682311858,1.956783735,1.057040397
81,100,49,5,1,1,1,Caribbean,0,2,-0.391314243,0.575972675,0,1.042882953,0.01617702,1.600754221,1.279772008,-0.682311858,0.62941731,-0.135289936
82,100,26,7,1,1,3,English,0,4,-1.105073839,0.575972675,0,0.627065214,1.170543529,-0.646736139,-0.160362521,-0.682311858,-0.167002545,0.262153509
83,100,34,5,1,1,3,Welsh,2,2,0.798285083,0.575972675,0,0.072641561,-0.231187232,0.649892915,0.271677838,-0.682311858,0.09847074,-0.135289936
84,100,48,4,1,1,3,English,0,4,-1.164553805,0.575972675,0,-0.551085049,-0.643460985,0.477009041,-0.59240288,NA,0.45243512,0.659596953
85,100,34,8,0,0,3,British,2,4,-1.164553805,0.575972675,0,0.765671127,0.923179277,0.131241293,0.847731649,-0.682311858,0.62941731,0.659596953
86,100,26,6,0,0,3,English,2,4,1.155164881,0.575972675,0,0.349853387,1.170543529,-0.473852265,1.711812367,NA,0.894890595,0.659596953
87,100,48,11,1,1,3,British,0,3,-1.164553805,0.575972675,0,0.765671127,1.170543529,-0.473852265,1.999839273,-0.073030321,0.363944025,-1.327620268
88,100,46,11,1,1,3,English,0,3,2.166324309,0.575972675,0,0.211247474,0.840724526,-0.300968391,-0.448389427,-0.682311858,0.09847074,-0.135289936
89,100,24,4,1,1,3,English,2,4,1.33360478,0.575972675,0,-0.135267309,-0.231187232,-0.128084517,-0.736416333,NA,0.894890595,1.057040397
90,100,40,7,1,1,3,Irish,2,4,-1.045593873,0.135191424,0.617684647,-1.452023485,-2.704829752,1.34142841,1.135758555,-0.682311858,0.8063995,-0.53273338
91,100,55,7,1,1,3,British,2,3,-0.331834277,0.575972675,0,-0.412479136,-0.725915736,0.044799357,1.999839273,NA,1.16036388,-0.135289936
92,100,69,4,0,0,3,English,0,NA,-1.342993704,0.575972675,0,1.943821389,0.09863177,1.514312284,1.711812367,NA,-0.343984735,0.262153509
93,100,31,3,1,1,3,English,2,1,-1.402473671,-3.390709686,5.558672905,1.458700693,1.005634028,0.563450978,0.415691291,-0.682311858,-0.43247583,-1.725063713
94,100,38,8,1,1,3,English,0,5,-1.283513738,0.457030781,0.166678101,-0.551085049,-0.478551484,0.131241293,0.271677838,NA,0.62941731,0.659596953
95,100,26,1,0,0,3,British,2,3,-0.450794209,0.575972675,0,-0.481782092,0.01617702,-0.300968391,0.271677838,-0.682311858,NA,0.262153509
97,100,24,2,0,0,3,English,5,2,0.20348542,-0.363700216,1.316801741,0.072641561,-0.478551484,0.909218726,-0.304375974,NA,0.98338169,1.057040397
98,100,61,1,1,1,3,English,0,3,-1.402473671,0.575972675,0,0.557762257,-0.148732481,0.995660663,0.847731649,-0.682311858,-0.167002545,-0.135289936
99,100,33,8,1,1,3,English,0,2,-0.867153974,0.575972675,0,0.141944517,1.088088778,-1.16538776,1.999839273,NA,0.009979645,-2.122507157
100,100,62,6,0,0,3,English,0,2,0.381925319,-0.275740896,1.193540778,0.765671127,1.170543529,-0.473852265,1.423785461,-0.073030321,-2.37927992,-1.327620268
101,100,19,0,1,1,3,English,2,2,-0.034434445,0.575972675,0,-0.620388006,0.345996022,-0.992503886,-0.59240288,-0.682311858,0.27545293,-0.135289936
102,100,62,0,0,0,3,British,0,1,1.868924477,-1.137454701,2.401095289,0.28055043,-0.561006235,0.736334852,-0.59240288,NA,-1.67135116,-0.135289936
104,100,NA,4,1,1,2,White and Black Caribbean,0,3,-1.045593873,0.575972675,0,-0.273873223,-0.231187232,-0.128084517,-2.464577768,NA,0.45243512,0.262153509
105,100,60,10,1,1,3,Scottish,2,4,-0.807674007,0.575972675,0,0.973579997,0.758269776,0.21768323,0.847731649,1.754814289,1.248854975,0.659596953
106,100,39,3,1,1,3,English,2,3,-1.342993704,0.575972675,0,0.973579997,0.758269776,0.736334852,-1.312470145,-0.682311858,0.09847074,-0.135289936
107,100,36,4,1,1,3,British,0,3,0.322445353,0.309386894,0.373577469,-1.105508702,-0.561006235,-0.819620013,-1.024443239,NA,0.894890595,-0.53273338
108,100,NA,4,0,0,3,European,2,2,1.393084747,NA,NA,0.141944517,1.005634028,-1.078945823,NA,0.536251216,0.62941731,0.659596953
109,100,19,0,1,1,3,British,0,2,1.214644848,0.280539283,0.414002796,-0.481782092,-0.148732481,-0.128084517,-1.024443239,NA,1.071872785,1.057040397
110,100,20,0,0,0,3,English,2,2,-0.92663394,-0.411569221,1.383882519,0.28055043,0.345996022,0.131241293,0.415691291,NA,1.248854975,0.659596953
111,100,18,0,1,1,3,English,0,2,-0.629234108,-0.493388419,1.498539081,-0.273873223,0.345996022,-0.387410328,-0.736416333,NA,0.894890595,0.659596953
112,100,31,4,1,1,3,English,2,4,0.85776505,0.575972675,0,0.627065214,0.510905524,0.563450978,-1.456483598,NA,1.86829264,0.659596953
113,100,63,0,0,0,3,English,0,1,1.155164881,-0.243443559,1.148281209,-0.343176179,0.181086521,-0.819620013,0.415691291,2.973377363,0.717908405,-0.53273338
114,100,49,3,0,0,3,European,2,2,1.631004612,0.575972675,0,-0.135267309,1.088088778,-1.511155508,0.127664385,-0.073030321,0.540926215,-0.53273338
115,100,56,8,1,1,3,European,0,5,1.274124814,-0.162368245,1.034667083,0.973579997,-0.725915736,2.292289716,-0.016349068,-0.682311858,NA,0.659596953
116,100,53,2,0,0,3,English,0,1,-0.212874344,0.575972675,0,-0.343176179,0.840724526,-1.511155508,-0.016349068,-0.682311858,0.45243512,0.262153509
117,100,NA,2,0,0,3,English,0,2,-0.807674007,0.575972675,0,-0.065964353,1.170543529,-1.511155508,-0.448389427,1.145532752,-1.67135116,-0.930176824
118,100,36,2,0,0,3,Irish,2,NA,-0.153394378,NA,NA,-0.343176179,0.01617702,-0.560294202,-2.608591221,-0.073030321,-1.051913495,-0.53273338
119,100,62,2,0,0,3,British,0,1,-0.629234108,-0.066566951,0.900416843,0.90427704,0.593360274,0.304125167,0.127664385,NA,-1.49436897,-0.930176824
120,100,62,0,0,0,3,British,5,5,-0.034434445,-0.348700523,1.295782063,0.90427704,0.510905524,0.21768323,-0.448389427,4.191940436,0.009979645,0.262153509
121,100,NA,5,0,0,3,English,0,1,-0.688714075,0.575972675,0,-0.758993919,-1.468008492,0.390567104,0.991745102,-0.682311858,NA,-1.725063713
122,100,62,2,0,0,3,Scottish,2,4,-0.986113906,0.309386894,0.373577469,0.627065214,0.181086521,0.736334852,-0.59240288,NA,1.51432826,0.659596953
123,100,58,3,1,1,3,British,0,4,-1.402473671,0.575972675,0,-0.551085049,-1.797827494,1.514312284,0.415691291,NA,-0.25549364,0.659596953
124,100,NA,12,0,0,3,English,0,3,0.500885252,0.575972675,0,0.69636817,0.09863177,0.563450978,NA,-0.682311858,NA,1.057040397
125,100,NA,7,0,0,3,English,0,1,-0.807674007,0.575972675,0,0.90427704,0.593360274,0.304125167,-0.016349068,-0.073030321,-0.25549364,-2.122507157
126,100,55,1,0,0,3,Scottish,2,NA,0.85776505,NA,NA,-0.065964353,0.923179277,-1.251829697,0.559704744,0.536251216,-0.25549364,0.262153509
127,100,51,7,0,0,3,British,2,2,NA,-1.426719066,2.806453177,-0.273873223,0.428450773,-0.473852265,0.271677838,-0.073030321,-1.228895685,-1.725063713
128,100,65,7,1,1,3,English,2,5,-0.093914411,0.575972675,0,0.072641561,0.428450773,-0.560294202,-0.160362521,NA,1.071872785,1.057040397
129,100,52,NA,0,0,3,English,0,3,1.452564713,0.575972675,0,-2.283658965,-1.550463242,-0.733178076,-0.016349068,1.754814289,1.071872785,0.659596953
130,100,NA,2,0,0,3,Scottish,2,3,0.262965386,0.457030781,0.166678101,0.419156344,0.758269776,0.044799357,0.415691291,2.973377363,NA,1.057040397
131,100,NA,5,0,0,3,English,0,3,-0.807674007,0.575972675,0,0.003338604,-0.313641983,0.304125167,-1.600497051,-0.682311858,0.45243512,1.057040397
132,100,61,11,0,0,3,English,0,5,1.214644848,0.457030781,0.166678101,0.349853387,1.170543529,-0.992503886,-0.016349068,2.973377363,1.16036388,0.659596953
133,100,72,1,1,1,3,British,2,4,-0.629234108,0.445472129,0.182875709,-0.620388006,-0.643460985,0.390567104,NA,-0.073030321,0.363944025,1.057040397
134,100,48,16,0,0,3,Scottish,2,3,0.20348542,0.035834518,0.756917511,1.042882953,0.510905524,0.736334852,0.415691291,-0.073030321,0.540926215,0.659596953
135,100,43,3,1,1,3,English,0,2,-0.629234108,NA,NA,-2.491567834,-3.611832009,0.477009041,-0.736416333,NA,0.8063995,0.659596953
136,100,64,0,0,0,3,English,2,3,0.262965386,0.575972675,0,-0.412479136,0.345996022,-0.819620013,NA,NA,0.98338169,0.262153509
137,100,60,1,1,1,3,British,0,2,1.749964545,0.575972675,0,-1.937144181,-2.127646497,-0.387410328,-0.448389427,-0.073030321,-1.936824445,-0.53273338
138,100,NA,0,0,0,3,English,2,2,1.214644848,0.311521857,0.370585658,-0.204570266,0.758269776,-0.733178076,-0.448389427,-0.682311858,1.248854975,1.057040397
139,100,NA,6,0,0,3,Northern Irish,5,3,-0.034434445,-0.160403032,1.03191315,-0.689690962,-0.725915736,0.044799357,-1.024443239,-0.682311858,-0.520966925,-0.135289936
140,100,71,6,0,0,3,European,0,4,1.928404444,0.575972675,0,-0.412479136,-0.561006235,0.909218726,1.279772008,1.754814289,1.16036388,1.057040397
141,100,49,11,0,0,3,British,0,5,0.381925319,NA,NA,2.290336172,1.088088778,2.032963905,0.415691291,NA,0.27545293,0.659596953
142,100,NA,15,1,1,3,English,3,3,-0.569754142,0.575972675,0,0.28055043,0.263541272,0.390567104,-0.016349068,NA,0.09847074,0.659596953
143,100,60,4,1,1,3,English,2,3,NA,-0.884123816,2.046092442,-0.273873223,0.428450773,-0.992503886,-0.448389427,-0.682311858,1.071872785,1.057040397
144,100,NA,0,1,1,3,European,2,4,-0.331834277,0.575972675,0,2.428942086,0.593360274,2.551615527,NA,1.145532752,0.717908405,-0.135289936
145,100,Conwy,2,0,0,3,English,0,5,0.85776505,-1.029632739,2.25,0.003338604,0.923179277,-1.16538776,-0.016349068,1.145532752,-2.37927992,-1.327620268
146,100,NA,2,0,0,3,English,2,1,-0.92663394,0.575972675,0,0.419156344,1.170543529,-0.906061949,1.85582582,NA,-1.228895685,-1.725063713
147,100,53,2,1,1,3,English,0,3,-0.986113906,0.575972675,0,1.52800365,0.923179277,1.254986473,1.567798914,NA,0.009979645,-0.135289936
148,100,NA,4,0,0,3,British,2,1,0.262965386,0.457030781,0.166678101,-0.481782092,-0.148732481,-0.646736139,-0.016349068,0.536251216,1.51432826,1.057040397
149,100,52,6,0,0,3,European,2,4,2.64216404,0.575972675,0,0.211247474,0.345996022,0.21768323,-1.168456692,0.536251216,1.16036388,NA
150,100,52,8,0,0,3,British,2,2,2.463724141,0.575972675,0,-1.105508702,-2.127646497,1.168544536,-0.59240288,NA,0.363944025,-0.135289936
151,100,42,7,1,1,3,English,0,4,NA,-1.407938315,2.78013495,0.141944517,-0.231187232,0.21768323,0.703718197,-0.682311858,-0.07851145,-0.53273338
152,100,49,0,0,0,3,English,2,5,-0.27235431,0.575972675,0,-2.907385574,-2.952194004,-0.387410328,-2.032537409,-0.073030321,1.69131045,1.057040397
153,100,56,3,1,1,3,British,0,5,0.619845184,0.575972675,0,-0.412479136,-0.973279988,0.822776789,0.847731649,-0.073030321,0.09847074,0.659596953
154,100,50,9,0,0,3,Welsh,2,4,0.144005454,-0.535272921,1.557233532,-0.204570266,0.675815025,-1.16538776,-0.304375974,NA,0.62941731,0.659596953
155,100,NA,3,1,1,3,British,2,5,-0.807674007,0.314971584,0.365751417,1.181488867,0.593360274,0.995660663,0.559704744,NA,-0.343984735,-0.930176824
156,100,20,0,0,0,3,English,2,2,-0.569754142,0.139929098,0.611045552,0.28055043,1.005634028,-0.387410328,-2.176550862,-0.682311858,0.8063995,0.659596953
157,100,58,0,0,0,3,Scottish,2,1,1.095684915,0.575972675,0,-1.244114615,-1.055734739,-0.300968391,-0.59240288,-0.073030321,0.62941731,1.057040397
158,100,41,0,0,0,3,English,2,3,0.144005454,-1.198240222,2.486276505,-1.244114615,-1.797827494,0.995660663,-1.312470145,2.364095826,1.602819355,1.057040397
159,100,64,14,1,1,3,Northern Irish,1,5,-0.807674007,0.575972675,0,0.141944517,0.181086521,0.304125167,0.271677838,NA,1.248854975,1.057040397
160,100,65,3,1,1,3,European,0,3,NA,0.575972675,0,-0.065964353,-0.231187232,0.477009041,-1.600497051,-0.682311858,0.894890595,0.659596953
161,100,47,1,0,0,3,Northern Irish,0,3,-0.867153974,0.121506495,0.636861894,-1.244114615,-1.055734739,-0.128084517,-1.024443239,NA,-0.697949115,-1.327620268
162,100,69,2,1,1,3,English,2,3,-0.331834277,0.575972675,0,1.458700693,0.428450773,1.168544536,-1.168456692,2.973377363,1.071872785,0.659596953
163,100,NA,4,0,0,3,English,0,2,0.025045521,NA,NA,1.52800365,0.593360274,1.082102599,1.999839273,-0.682311858,-0.874931305,0.659596953
164,100,64,0,1,1,3,English,0,1,-1.164553805,0.575972675,0,-1.036205745,-0.231187232,-1.251829697,-1.168456692,-0.682311858,-0.874931305,0.262153509
165,100,52,2,0,0,3,European,2,2,0.084525487,-0.987229282,2.190578315,-2.283658965,-2.375010749,-0.300968391,-1.312470145,-0.682311858,1.33734607,1.057040397
166,100,20,0,0,0,3,NA,0,3,-0.629234108,NA,NA,-0.065964353,1.088088778,-1.251829697,-0.160362521,-0.682311858,1.248854975,0.262153509
167,100,NA,7,0,0,3,Scottish,NA,3,2.285284242,0.575972675,0,0.973579997,-0.725915736,2.292289716,-1.024443239,3.582658899,0.62941731,1.057040397
168,100,18,0,1,1,3,English,2,2,NA,-1.938887229,3.524175202,-1.590629398,-1.138189489,-0.473852265,-2.032537409,1.145532752,1.86829264,1.057040397
169,100,NA,14,0,0,3,English,5,2,1.155164881,0.219146994,0.500034302,0.4884593,0.510905524,-0.128084517,-2.320564315,-0.682311858,-2.644753205,-0.135289936
170,100,46,3,0,0,3,European,0,2,-0.748194041,0.4317872,0.202052955,-1.521326442,-0.725915736,-1.338271634,-0.59240288,-0.682311858,0.98338169,0.262153509
171,100,63,2,1,1,3,English,5,2,-0.153394378,0.575972675,0,-2.006447138,-3.694286759,1.34142841,0.703718197,NA,0.27545293,0.262153509
172,100,68,6,0,0,3,English,0,2,0.084525487,0.575972675,0,-0.273873223,-0.066277731,-0.128084517,-0.016349068,NA,0.894890595,1.057040397
173,100,50,4,0,0,3,Irish,2,4,-0.331834277,0.575972675,0,-0.273873223,-0.396096733,-0.646736139,0.127664385,NA,1.425837165,1.057040397
